2026-07-16 16:03:33,571 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x21', 'data_i': '0x110', 'address_i': '0x26'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,579 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xe', 'data_i': '0x170', 'address_i': '0x4e'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,579 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xb6', 'data_i': '0xce', 'address_i': '0x5a'}, 'response': {'command_o': '0xa5', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x1f0', 'address_o': '0x4'}}
2026-07-16 16:03:33,580 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x46', 'data_i': '0x10', 'address_i': '0x56'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,580 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xde', 'data_i': '0x16a', 'address_i': '0x63'}, 'response': {'command_o': '0xea', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x5', 'address_o': '0x5b'}}
2026-07-16 16:03:33,581 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x59', 'data_i': '0x3e', 'address_i': '0xe'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,581 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x95', 'data_i': '0x1a9', 'address_i': '0x22'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,581 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x5f', 'data_i': '0x1', 'address_i': '0x8'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,582 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x3a', 'data_i': '0x4c', 'address_i': '0x14'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,582 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x62', 'data_i': '0x1e9', 'address_i': '0x23'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,583 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x69', 'data_i': '0x96', 'address_i': '0x63'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,583 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0xc5', 'data_i': '0x129', 'address_i': '0x49'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,583 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xbe', 'data_i': '0x136', 'address_i': '0x44'}, 'response': {'command_o': '0x4a', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x1cc', 'address_o': '0x12'}}
2026-07-16 16:03:33,584 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xcb', 'data_i': '0x105', 'address_i': '0x3'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,584 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x5d', 'data_i': '0xd4', 'address_i': '0x3d'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,585 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x35', 'data_i': '0x1ec', 'address_i': '0x19'}, 'response': {'command_o': '0x46', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x10', 'address_o': '0x56'}}
2026-07-16 16:03:33,585 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x58', 'data_i': '0x1ab', 'address_i': '0x9'}, 'response': {'command_o': '0xde', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x16a', 'address_o': '0x63'}}
2026-07-16 16:03:33,586 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x72', 'data_i': '0x85', 'address_i': '0x20'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,586 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xc0', 'data_i': '0xd5', 'address_i': '0x4f'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,587 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x5', 'data_i': '0x69', 'address_i': '0x1d'}, 'response': {'command_o': '0x59', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x3e', 'address_o': '0xe'}}
2026-07-16 16:03:33,587 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xbb', 'data_i': '0xb3', 'address_i': '0x0'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,587 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xb6', 'data_i': '0x38', 'address_i': '0x55'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,588 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x4d', 'data_i': '0x1d0', 'address_i': '0x5f'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,588 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x1a', 'data_i': '0x11', 'address_i': '0x5b'}, 'response': {'command_o': '0x95', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x1a9', 'address_o': '0x22'}}
2026-07-16 16:03:33,589 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x44', 'data_i': '0x7c', 'address_i': '0x20'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,589 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xba', 'data_i': '0x76', 'address_i': '0x3d'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,589 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xe', 'data_i': '0x19', 'address_i': '0x36'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,590 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x6', 'data_i': '0x190', 'address_i': '0x48'}, 'response': {'command_o': '0x5f', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x1', 'address_o': '0x8'}}
2026-07-16 16:03:33,590 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x21', 'data_i': '0x5c', 'address_i': '0xc'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,591 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xd4', 'data_i': '0x169', 'address_i': '0x17'}, 'response': {'command_o': '0x3a', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x4c', 'address_o': '0x14'}}
2026-07-16 16:03:33,591 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x26', 'data_i': '0x122', 'address_i': '0x19'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,591 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0xd1', 'data_i': '0x1ec', 'address_i': '0x13'}, 'response': {'command_o': '0xc5', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x129', 'address_o': '0x49'}}
2026-07-16 16:03:33,592 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x8c', 'data_i': '0x191', 'address_i': '0x29'}, 'response': {'command_o': '0xbe', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x136', 'address_o': '0x44'}}
2026-07-16 16:03:33,593 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x72', 'data_i': '0xcb', 'address_i': '0x5c'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,593 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x60', 'data_i': '0x141', 'address_i': '0x50'}, 'response': {'command_o': '0xcb', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x105', 'address_o': '0x3'}}
2026-07-16 16:03:33,594 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xe2', 'data_i': '0x93', 'address_i': '0x29'}, 'response': {'command_o': '0x5d', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0xd4', 'address_o': '0x3d'}}
2026-07-16 16:03:33,594 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x89', 'data_i': '0x99', 'address_i': '0x23'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:03:33,594 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x15', 'data_i': '0x1e1', 'address_i': '0x4'}, 'response': {'command_o': '0x35', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x1ec', 'address_o': '0x19'}}
2026-07-16 16:04:10,977 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0xc5', 'data_i': '0x1ca', 'address_i': '0x5e'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:04:10,979 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x7a', 'data_i': '0x80', 'address_i': '0x48'}, 'response': {'command_o': '0xc5', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x1ca', 'address_o': '0x5e'}}
2026-07-16 16:04:10,979 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xa2', 'data_i': '0x1a8', 'address_i': '0x34'}, 'response': {'command_o': '0xc5', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x1ca', 'address_o': '0x5e'}}
2026-07-16 16:04:10,980 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x58', 'data_i': '0x195', 'address_i': '0x30'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x1', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:04:10,980 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x71', 'data_i': '0x10a', 'address_i': '0x43'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:04:10,981 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0xc3', 'data_i': '0x1c3', 'address_i': '0x41'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:04:10,981 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xbe', 'data_i': '0x1d7', 'address_i': '0x28'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:04:10,982 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0x8f', 'data_i': '0x1c3', 'address_i': '0x29'}, 'response': {'command_o': '0x58', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x195', 'address_o': '0x30'}}
2026-07-16 16:04:10,982 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x13', 'data_i': '0x1e5', 'address_i': '0x55'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:04:10,983 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x9e', 'data_i': '0x1d7', 'address_i': '0x35'}, 'response': {'command_o': '0xc3', 'den': '0x1', 'empty': '0x1', 'full': '0x0', 'data_o': '0x1c3', 'address_o': '0x41'}}
2026-07-16 16:04:10,983 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x97', 'data_i': '0x160', 'address_i': '0x3c'}, 'response': {'command_o': '0x9e', 'den': '0x1', 'empty': '0x1', 'full': '0x0', 'data_o': '0x1d7', 'address_o': '0x35'}}
2026-07-16 16:04:10,984 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0xc5', 'data_i': '0xb9', 'address_i': '0x5b'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:04:10,984 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x35', 'data_i': '0x4f', 'address_i': '0x58'}, 'response': {'command_o': '0x97', 'den': '0x1', 'empty': '0x1', 'full': '0x0', 'data_o': '0x160', 'address_o': '0x3c'}}
2026-07-16 16:04:10,985 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x0', 'rst_ni': '0x0', 'rd_i': '0x1', 'wr_i': '0x1', 'command_i': '0x6a', 'data_i': '0xd4', 'address_i': '0x13'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:04:10,985 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x1', 'wr_i': '0x0', 'command_i': '0x63', 'data_i': '0xb', 'address_i': '0xf'}, 'response': {'command_o': '0x35', 'den': '0x1', 'empty': '0x0', 'full': '0x0', 'data_o': '0x4f', 'address_o': '0x58'}}
2026-07-16 16:04:10,986 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x1', 'rd_i': '0x0', 'wr_i': '0x1', 'command_i': '0x1b', 'data_i': '0x118', 'address_i': '0x5'}, 'response': {'command_o': '0x6a', 'den': '0x1', 'empty': '0x1', 'full': '0x0', 'data_o': '0xd4', 'address_o': '0x13'}}
2026-07-16 16:04:10,986 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xdf', 'data_i': '0x11b', 'address_i': '0x30'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
2026-07-16 16:04:10,987 - INFO [uvm_test_top.env.AgentDefault.monitor]: {'request': {'clk_i': '0x1', 'rst_ni': '0x0', 'rd_i': '0x0', 'wr_i': '0x0', 'command_i': '0xb0', 'data_i': '0x79', 'address_i': '0x4b'}, 'response': {'command_o': '0x0', 'den': '0x0', 'empty': '0x0', 'full': '0x0', 'data_o': '0x0', 'address_o': '0x0'}}
